359 428 535 1617 2848
mp 0 0 0 1 0
smoki 0 0 0 7 0
henson 0 0 0 1 0
recours 1 0 0 1 0
falconbridg 0 0 0 1 0
falcf 0 0 0 1 0
555,057 0 0 0 1 0
newly-releas 1 0 0 0 1
10-k 0 0 0 2 2
bend 0 0 0 1 1
phase-in 0 0 0 0 1
144.1 0 0 0 0 1
244.9 0 0 0 0 1
265.4 0 0 0 0 2
barrick 0 0 0 5 0
abx 0 0 0 2 0
newly-form 0 0 0 2 0
onw 0 0 0 2 0
gecc 0 0 0 1 0
362,692 0 0 0 0 1
347,868 0 0 0 0 1
6,311,808 0 0 0 0 1
5,827,538 0 0 0 0 1
1,152,746 0 0 0 0 1
1,534,503 0 0 0 0 1
eaton 0 0 0 0 1
vanc 0 0 0 0 1
eavn 0 0 0 0 1
2,253,742 0 0 0 0 1
1,332,652 0 0 0 0 1
4,251,553 0 0 0 0 1
3,932,064 0 0 0 0 1
messidor 0 0 0 6 0
beleggingen 0 0 0 1 0
beleggineng 0 0 0 1 0
hendrik 0 0 0 1 0
bokma 0 0 0 1 0
nfsi 0 0 0 0 1
3,772,000 0 0 0 0 1
5,545,000 0 0 0 0 1
391,000 0 0 0 0 1
reeacquisit 0 0 0 0 1
tananbaum 0 0 0 1 0
24.40 0 0 0 1 0
603,106 0 0 0 1 0
sfi 0 0 0 1 1
485,866 0 0 0 0 1
316,193 0 0 0 0 1
1,741,508 0 0 0 0 1
1,440,154 0 0 0 0 1
1,108,314 0 0 0 0 1
778,197 0 0 0 0 1
5,073,178 0 0 0 0 1
3,687,160 0 0 0 0 1
banknot 0 0 0 0 1
ibk 0 0 0 0 1
1,963,000 0 0 0 0 1
2,199,000 0 0 0 0 1
456,000 0 0 0 0 2
86.3 0 0 0 0 3
143.7 0 0 0 0 1
995,000 0 0 0 0 2
8,096,000 0 0 0 0 1
1,173,000 0 0 0 0 1
7,400,000 0 0 0 0 2
fnv 0 5 0 0 0
stalem 0 1 0 0 0
impair 0 3 0 0 2
chp 0 0 0 0 1
766,000 0 0 0 0 2
2,337,000 0 0 0 0 1
747,000 0 0 0 0 1
435,610 0 0 0 0 1
497,160 0 0 0 0 1
lankan 0 1 0 0 0
caf 2 2 0 0 0
colombo 0 1 0 0 0
counter-off 0 1 0 0 0
8-16 0 2 0 0 0
1330 0 1 0 0 0
sgen.pa 0 0 0 0 1
660 0 0 0 0 1
770 0 0 0 0 1
21.34 0 0 0 0 1
20.24 1 0 0 0 1
13.57 0 0 0 0 1
stocker 0 0 0 1 0
4,568,000 0 0 0 0 1
5,011,000 0 0 0 0 2
87.2 0 0 0 0 1
954,000 0 0 0 0 1
3,410,000 0 0 0 0 1
sheraton 0 0 0 0 1
5,807,000 0 0 0 0 1
8,705,000 0 0 0 0 2
cmph 0 0 0 0 2
point/caesar 0 0 0 1 0
28-dlr-per-shar 0 0 0 1 0
hotel/casino 0 0 0 1 0
roffman 0 0 0 3 0
27-7/8 0 0 0 1 0
honeymoon 0 0 0 2 0
pocono 0 0 0 2 0
cjn 0 0 0 2 0
asu 0 0 0 2 0
co-underwrit 0 0 0 1 0
digigraph 0 0 0 0 1
80,640 0 0 0 0 1
787,738 0 0 0 0 1
933,183 0 0 0 0 1
3,346,627 0 0 0 0 1
6,122,378 0 0 0 0 1
8,451,578 0 0 0 0 1
5,120,206 0 0 0 0 1
9,288,996 0 0 0 0 1
5,846,962 0 0 0 0 1
18,679,090 0 0 0 0 1
6,805,951 0 0 0 0 1
8,387,802 0 0 0 0 1
178,437 0 0 0 0 1
154,767 0 0 0 0 1
706,984 0 0 0 0 1
572,100 0 0 0 0 1
11,318,289 0 0 0 0 1
witco 0 0 0 0 1
izvestia 0 3 0 0 0
reseed 0 5 0 0 0
winterkil 0 16 0 0 0
byelorussia 0 1 0 0 0
197.5 0 0 0 0 3
241.4 0 0 0 0 3
fn 0 0 0 0 2
fabriqu 0 0 0 0 1
herstal 0 0 0 0 1
fnhb.br 0 0 0 0 1
landmark 0 0 0 3 0
lsa 0 0 0 1 0
parkval 0 0 0 1 0
fiber-opt 0 0 0 3 0
woodinvil 0 0 0 1 0
111.0 0 0 0 0 1
335.2 0 0 0 0 1
320.0 0 0 0 0 1
thermwood 0 0 0 0 1
thm 0 0 0 0 1
165,798 0 0 0 0 1
143,872 0 0 0 0 1
1,787,561 0 0 0 0 1
1,072,686 0 0 0 0 1
175,928 0 0 0 0 1
191,310 0 0 0 0 1
3,137,695 0 0 0 0 1
2,723,557 0 0 0 0 1
4,862,046 0 0 0 0 1
4,722,150 0 0 0 0 1
dlr/shr 0 0 0 4 1
375,061 0 0 0 0 1
6,536,008 0 0 0 0 1
4,939,895 0 0 0 0 1
2,837,288 0 0 0 0 1
6,037,640 0 0 0 0 1
4,937,378 0 0 0 0 1
244,000 0 1 0 0 1
friedrich 0 0 0 1 1
sanchez 0 0 0 2 0
malvern 0 0 0 1 0
nhmo 0 0 0 1 1
478,000 0 0 0 0 1
685,000 0 0 0 0 1
sandsport 0 0 0 0 1
53,510 0 0 0 0 1
2,001,107 0 0 0 0 1
1,467,742 0 0 0 0 1
73.9 0 1 0 0 1
302,316 0 0 0 0 1
171,034 0 0 0 0 1
5,230,014 0 0 0 0 1
4,112,562 0 0 0 0 1
06 0 2 0 0 0
59.08 0 2 0 0 0
fletcher 0 0 0 3 0
nz 0 0 0 3 0
fcl 0 0 0 4 0
nzfp 0 0 0 8 0
amcor 0 0 0 6 0
cross-sharehold 0 0 0 1 0
505.5 0 0 0 1 0
watti 0 0 0 1 0
1,420,500 0 0 0 1 0
costco 0 0 0 0 1
1,463,000 0 0 0 0 1
177.8 0 0 0 0 1
331.5 0 0 0 0 1
1,121,000 0 0 0 0 2
1.090,000 0 0 0 0 1
315.3 0 0 0 0 1
567.4 0 0 0 0 1
599 0 0 0 0 1
676,000 0 0 0 0 3
599,000 0 0 0 0 1
13,555,000 0 0 0 0 1
14,635,000 0 0 0 0 1
104,606,000 0 0 0 0 1
110,311,000 0 0 0 0 1
226,653,000 0 0 0 0 1
186,790,000 0 0 0 0 1
jayark 0 0 0 0 1
jaya 0 0 0 0 1
77,879 0 0 0 0 1
65,501 0 0 0 0 1
3,895,741 0 0 0 0 1
4,872,163 0 0 0 0 1
488,898 0 0 0 0 1
118,208 0 0 0 0 1
conditio 0 0 0 1 0
cc 0 0 0 0 1
1,113,500-share 0 0 0 1 0
cni 0 0 0 2 0
1700 0 0 0 2 0
mnust 0 0 0 1 0
agreemn 0 0 0 1 0
cabv.v 0 0 0 0 1
370.6 0 0 0 0 1
253.0 0 0 0 0 1
372.5 0 0 0 0 1
348.2 0 0 0 0 2
363.0 0 0 0 0 1
247.5 0 0 0 0 1
scaled-down 0 1 0 0 0
r-tex 0 1 1 0 0
volkmer 0 1 0 0 0
d-mo 0 1 0 0 0
beryl 0 0 2 0 0
sprinkel 0 0 10 0 0
underton 0 0 3 0 0
overlook 0 0 1 0 0
exchange-r 0 0 1 0 0
2.957 0 0 1 0 0
unab 0 0 1 0 0
1.2555 0 0 1 0 0
1.2480 0 0 1 0 0
120.515 0 0 1 0 0
120.180 0 0 1 0 0
30.055 0 0 2 0 0
30.060 0 0 1 0 0
4.829 0 0 1 0 0
1,231.9 0 1 0 0 0
sorghum-x 0 1 0 0 0
rpt-insituform 0 0 0 0 1
2,496,000 0 0 0 0 1
785 0 0 1 0 0
debt-ridden 0 0 1 0 0
miga 0 0 1 0 0
62-1/2 0 0 0 0 2
belcher 0 0 0 0 1
375,000 0 1 0 0 2
1,074,000 0 0 0 0 1
552,000 0 0 0 0 1
re-ent 0 0 4 0 0
ibio 0 0 0 0 1
10.572 0 1 0 0 0
101,020 0 1 0 0 0
11,254,837 0 4 0 0 0
51.17 0 2 0 0 0
inelig 0 1 1 0 0
comod 0 1 0 0 0
1.225 0 1 0 0 0
1.030 0 1 0 0 0
890,000 0 1 0 0 0
nebraska 0 1 0 0 0
19,488,587 0 2 0 0 0
45.52 0 1 0 0 0
mrch 0 0 0 0 1
2,454,000 0 0 0 0 2
2,779,000 0 0 0 0 1
58.0 0 1 0 0 1
1,013,000 0 0 0 0 3
666,000 0 0 0 0 3
1,772,000 0 0 0 0 1
d.h 0 0 0 0 3
howden 0 0 0 0 1
5,666,000 0 0 0 0 1
8,030,000 0 0 0 0 1
3,062,000 0 0 0 0 1
731,000 0 0 0 0 3
815,000 0 0 0 0 1
p.c 0 0 0 0 1
pcqt 0 0 0 0 1
1,135,805 0 0 0 0 1
1,461,792 0 0 0 0 1
3,398,893 0 0 0 0 1
2,075,260 0 0 0 0 1
january/decemb 0 2 0 0 0
5,618,315 0 1 0 0 0
4,815,188 0 1 0 0 0
26,992 0 1 0 0 0
41,933 0 1 0 0 0
1,403,230 0 1 0 0 0
1,190,862 0 1 0 0 0
261,600 0 1 0 0 0
309,191 0 1 0 0 0
23,595 0 1 0 0 0
22,809 0 1 0 0 0
3,275,225 0 1 0 0 0
2,415,492 0 1 0 0 0
bran/pollard 0 1 0 0 0
606,352 0 1 0 0 0
659,271 0 1 0 0 0
3,256 0 1 0 0 0
107,752 0 1 0 0 0
18,065 0 1 0 0 0
67,878 0 1 0 0 0
418,755 0 1 0 0 0
257,844 0 1 0 0 0
3,002 0 1 0 0 0
6,234 0 1 0 0 0
86,612 0 1 0 0 0
38,347 0 1 0 0 0
23,954 0 1 0 0 0
38,290 0 1 0 0 0
264,650 0 1 0 0 0
104,571 0 1 0 0 0
bran/polard 0 1 0 0 0
37,724 0 1 0 0 0
49,946 0 1 0 0 0
987 0 1 0 0 0
2,121 0 1 0 0 0
1,826 0 1 0 0 0
18,335 0 1 0 0 0
2,444,260 0 1 0 0 0
2,234,049 0 1 0 0 0
546,423 0 1 0 0 0
595,635 0 1 0 0 0
430,029 0 1 0 0 0
338,766 0 1 0 0 0
czechoslovakia 0 3 0 0 0
365,897 0 1 0 0 0
236,836 0 1 0 0 0
cuba 0 1 0 0 0
253,067 0 1 0 0 0
222,842 0 1 0 0 0
250,646 0 1 0 0 0
192,430 0 1 0 0 0
232,049 0 1 0 0 0
158,491 0 1 0 0 0
bulgaria 0 1 0 0 0
207,030 0 1 0 0 0
300,488 0 1 0 0 0
canari 0 2 0 0 0
176,287 0 1 0 0 0
113,751 0 1 0 0 0
corea 0 1 0 0 0
163,304 0 1 0 0 0
37,416 0 1 0 0 0
490 0 0 1 0 1
arv 0 0 0 0 1
995.6 0 0 0 0 1
schrader 0 0 0 0 2
maremont 0 0 0 0 2
maremond 0 0 0 0 1
175.2 0 0 0 0 2
ophthalm 0 0 0 0 3
jnj 0 0 0 0 1
cwld 0 0 0 0 1
323.6 0 0 0 0 1
240.2 0 0 0 0 1
9,368,000 0 0 0 0 1
628.8 0 0 0 0 1
513.1 0 0 0 0 1
wtlca 0 0 0 0 1
9,478,000 0 0 0 0 1
726,000 0 0 0 0 3
737,000 0 0 0 0 1
581,000 0 0 0 0 1
2,350,000 0 0 0 0 1
macgregor 0 0 0 0 1
mg 0 0 0 0 3
51,057 0 0 0 0 1
554,878 0 0 0 0 1
1,026,479 0 0 0 0 1
313,676 0 0 0 0 1
panamanian 0 2 0 3 0
juvena 0 2 0 0 0
tartou 0 2 0 0 0
6,400 0 1 0 0 0
39,000-ton 0 1 0 0 0
engine-room 0 1 0 0 0
crack 3 1 0 0 0
53,351 0 1 0 0 0
scheduyl 0 0 0 0 1
16.68 0 0 0 0 1
qchm 0 0 0 0 1
versar 0 0 0 4 0
vsr 0 0 0 1 0
marietta 0 0 0 4 1
ml 0 0 0 1 1
archi 1 0 0 0 0
dunham 2 0 0 0 0
245.6 1 0 0 0 0
rosenberg 1 0 0 0 0
cnp 1 0 0 0 0
buckler 2 0 0 0 0
pdo 0 0 0 0 1
5,370,000 0 0 0 0 1
4,901,000 0 0 0 0 1
717,000 0 0 0 0 1
considr 0 0 0 1 0
americu 0 0 0 5 4
atu 0 0 0 0 1
atp 0 0 0 0 2
28.75 0 0 0 0 1
hee 0 0 0 0 2
transmit 0 2 0 0 0
sdo 0 0 0 0 1
onofr 0 0 0 0 1
disallow 0 0 0 0 3
6,960,700 0 1 0 0 0
ncr 0 0 0 0 6
exley 0 0 0 0 3
new-gener 0 0 0 0 1
3.42 0 0 0 1 4
proced 0 0 0 0 1
spear 0 0 0 3 0
kellogg 0 0 0 2 0
136,300 0 0 0 1 0
ansi 0 0 0 1 2
6,561,000 0 0 0 0 2
5,896,000 0 0 0 0 2
9,310,000 0 0 0 0 2
8,894,000 0 0 0 0 2
726,700 0 0 0 1 0
474,900 0 0 0 1 0
slifka 0 0 0 1 0
201,800 0 0 0 1 0
28.689 0 0 0 1 0
34.811 0 0 0 1 0
endotron 0 0 0 0 17
endo 0 0 0 0 3
yamaha 0 0 0 0 3
8-k 0 0 0 1 1
exhaust 0 0 0 0 1
wilshir 0 0 0 5 0
woc 0 0 0 1 0
jec 0 0 0 1 0
siggi 0 0 0 1 0
wilzig 0 0 0 2 0
jabob 0 0 0 1 0
417,100 0 0 0 1 0
2,445,000 0 0 0 1 0
increa 0 1 0 1 0
firstier 0 0 0 0 1
frst 0 0 0 0 1
videotron 0 0 0 2 0
promexpo 0 0 0 1 0
205 0 0 2 1 2
5.02 0 1 0 0 4
keswick 0 0 0 0 4
jeopardis 0 0 0 0 1
mandarin 0 0 0 0 1
airfreight 0 0 0 0 1
24.90 0 0 0 0 1
24.30 0 0 0 0 1
amcast 0 0 0 4 2
acst 0 0 0 1 2
kendallvil 0 0 0 1 0
gray 0 0 0 2 0
302p 0 0 0 1 0
310p 0 0 0 1 0
324p 0 0 0 1 0
728 0 0 2 0 0
9-15/16 0 0 1 0 0
86.5 0 0 0 0 1
6.41 0 0 0 0 1
99.2 0 0 0 0 2
465.8 0 0 0 0 1
509.8 0 0 0 0 1
nylex 0 0 0 5 0
bwa 0 0 0 5 0
27.22 0 0 0 1 0
13.22 0 0 0 1 0
202.2 0 0 0 1 0
btrx.lon 0 0 0 1 0
ottl.l 0 0 0 0 1
21.4p 0 0 0 0 1
17.5p 0 0 0 0 2
6.1p 0 0 0 0 1
37.2 0 0 0 0 5
766.9 0 0 0 0 1
ocl 0 0 0 0 1
eugen 1 1 0 0 1
krenzler 0 5 0 0 0
accu 0 3 0 0 0
mohler 0 2 0 0 0
fahrenheit 0 2 0 0 0
stall 0 1 0 0 0
low-pressur 0 1 0 0 0
mid-20 0 1 0 0 0
panhandl 0 2 0 0 0
ingal 0 0 0 2 0
taft-narragansett 0 0 0 1 0
requst 0 0 0 1 0
151-1/2 0 0 0 1 0
telephoh 0 0 0 1 0
hanna-barbara 0 0 0 1 0
macalpin 0 0 0 1 0
gottesman 0 0 0 1 0
digitech 0 0 0 0 1
dgtc 0 0 0 0 1
1,212,000 0 0 0 0 1
1,858,000 0 0 0 0 1
1,420,000 0 0 0 0 2
16,817,618 0 0 0 0 1
12,507,671 0 0 0 0 1
maxcom 0 0 0 2 0
throughput 7 0 0 0 0
stockdraw 4 0 0 0 0
154,000 1 0 0 0 2
b/d 1 0 0 0 0
stockbuild 1 0 0 0 0
beutel 1 0 0 0 0
58.6 0 0 0 0 1
284.6 0 0 0 0 1
2,322,000 0 0 0 0 1
1,785,000 0 0 0 0 3
5,527,000 0 0 0 0 1
4,355,000 0 0 0 0 1
7,637,000 0 0 0 0 1
261.7 0 0 0 0 2
224.7 0 0 0 0 2
5,165,000 0 0 0 0 1
4,277,000 0 0 0 0 1
5,090,000 0 0 0 0 1
prescott 1 0 0 1 0
ball 1 0 0 3 0
turben 1 0 0 1 0
lazier 3 0 0 0 0
energy-steel 1 0 0 0 0
swirl 1 0 0 0 0
ahc 1 0 0 0 0
matchmak 1 0 0 0 0
88-1/2 1 0 0 0 0
58-7/8 1 0 0 0 0
83-3/4 1 0 0 0 0
71-1/8 1 0 0 0 0
72-1/4 1 0 0 0 0
18.60 1 0 0 0 1
brightest 1 0 0 0 0
hard-to-replac 1 0 0 0 0
nowak 1 0 0 0 4
ilacqua 1 0 0 0 0
10.02 1 0 0 0 0
undertook 1 0 1 0 0
famou 0 0 0 0 1
fam 0 0 0 0 1
11,445,000 0 0 0 0 1
12,427,000 0 0 0 0 1
12,131,000 0 0 0 0 1
12,500,000 0 0 0 0 1
frisch 0 0 0 0 1
fr 0 0 0 0 1
913,000 0 0 0 0 1
1,273,000 0 0 0 0 1
5,529,000 0 0 0 0 2
5,448,000 0 0 0 0 1
123.6 0 0 0 0 2
96.8 0 0 0 0 1
parm 0 0 0 0 1
csba 0 0 0 0 1
broadview 0 0 0 0 1
bdvf 0 0 0 0 1
5.67 0 0 0 0 1
5.17 0 0 0 0 2
12.42 1 0 0 0 1
9.60 0 0 0 0 1
teletrak 0 0 0 0 2
183,597 0 0 0 0 1
136,990 0 0 0 0 1
36,600 0 0 0 0 1
12,355,000 0 0 0 0 2
9,205,000 0 0 0 0 1
571,336 0 0 0 0 1
416,595 0 0 0 0 1
103,327 0 0 0 0 1
278,156 0 0 0 0 1
all-destin 0 1 0 0 0
634,000 0 1 0 0 0
wheat/1.0 0 1 0 0 0
curtice-burn 0 0 0 0 1
cbi 0 0 0 0 1
peninsular 0 0 0 0 3
porl.l 0 0 0 0 2
150th 0 0 0 0 1
750p 0 0 0 1 1
629p 0 0 0 0 1
1p 0 0 0 0 1
174.1 0 0 0 0 4
zeebrugg 0 0 0 0 1
stricken 0 0 0 0 1
townsend 0 0 0 0 1
thoresen 0 0 0 0 1
yorkshir 0 0 0 2 0
humbersid 0 0 0 2 0
proprietor 0 0 0 2 0
pressuris 0 0 0 2 0
highly-charg 0 0 0 2 0
immens 0 0 0 2 0
entail 1 0 0 2 0
opprobrium 0 0 0 2 0
outset 0 0 0 3 0
contenpl 0 0 0 2 0
whirlwind 0 0 0 2 0
fruit/loom 0 0 0 1 0
ftl 0 0 0 1 0
exid 0 0 0 1 0
jemr 0 0 0 0 1
112,713 0 0 0 0 1
75,605 0 0 0 0 1
244,119 0 0 0 0 1
cylcop 0 0 0 1 0
cli 0 0 0 1 0
3,568,000 0 0 0 0 1
5,861,000 0 0 0 0 1
5,776,000 0 0 0 0 2
3,374,000 0 0 0 0 1
1,759,000 0 0 0 0 1
132.0 0 0 0 0 2
131.6 0 0 0 0 2
2100 0 2 0 0 0
slt 0 0 0 0 1
401,000 0 0 0 0 1
esca 0 0 0 3 0
philipp 0 0 0 1 0
boisseau 0 0 0 1 0
time-scal 0 0 0 1 0
telecontrol 0 0 0 1 0
foothil 0 0 0 0 5
fgi 0 0 0 0 1
gevirtz 0 0 0 0 3
non-earn 0 0 0 0 1
commer 0 0 0 0 1
3,239,000 0 0 0 0 1
399.8 0 0 0 0 1
29.25 0 0 0 0 1
post-recapit 0 0 0 0 1
common-equival 0 0 0 0 1
86.2 0 0 0 0 1
beaus 0 0 0 0 1
bylaw 0 0 0 0 1
3,086,386 0 0 0 0 1
2,465,996 0 0 0 0 1
avon 0 0 0 11 3
avp 0 0 0 1 1
158.7 0 0 0 0 1
128.2 0 0 0 0 1
2.88 0 1 2 0 3
134.5 0 0 0 0 1
5,560,000 0 0 0 0 1
6,162,000 0 0 0 0 1
104.5 0 0 0 0 1
dbcg.f 0 0 0 0 2
wiehn 0 0 0 0 6
46.7 0 0 0 0 2
5.14 0 0 0 0 2
end- 0 0 0 0 1
8.64 0 0 0 0 1
5.11 0 0 0 0 1
594 0 0 0 0 1
26.95 0 0 0 0 1
21.40 0 0 0 0 1
rsto 0 0 0 0 1
383.9 0 0 0 0 1
326.3 0 0 0 0 1
34,496 0 0 0 0 1
207,165 0 0 0 0 1
102,691 0 0 0 0 1
297,813 0 0 0 0 1
69,018 0 0 0 0 1
230,188 0 0 0 0 1
641,823 0 0 0 0 1
666,319 0 0 0 0 1
76,400 0 0 0 0 1
instil 0 0 1 0 0
bh 0 0 0 4 0
norgold 0 0 0 7 0
nbha.m 0 0 0 1 0
nbh 0 0 0 7 0
240.5 0 0 0 1 0
pre-develop 0 0 0 1 0
leonora 0 0 0 1 0
coron 0 0 0 1 0
gold/platinum 0 0 0 1 0
poona 0 0 0 1 0
copper/gold 0 0 0 1 0
tasmania 0 0 0 1 0
232.0 0 0 0 0 1
223.2 0 0 0 0 1
4,061,000 0 0 0 1 0
six-memb 1 0 0 1 0
w.h 0 0 0 2 0
knoell 0 0 0 2 0
dickey 0 0 0 2 0
mercer 0 0 0 5 1
124.1 0 0 0 0 1
412.4 0 0 0 0 1
staodynam 0 0 0 0 1
sdyn 0 0 0 0 1
54,965 0 0 0 0 1
106,147 0 0 0 0 1
2,124,983 0 0 0 0 1
1,915,928 0 0 0 0 1
2,206,017 0 0 0 0 1
1,878,438 0 0 0 0 1
302,388 0 0 0 0 1
157,690 0 0 0 0 1
7,952,360 0 0 0 0 1
7,495,936 0 0 0 0 1
2,139,991 0 0 0 0 1
2,051,178 0 0 0 0 1
1972-73 1 0 0 0 0
soybean/corn 0 1 0 0 0
2.9/1 0 1 0 0 0
cross-compli 0 1 0 0 0
prerequisit 0 0 1 1 0
plausibl 0 0 1 0 0
ems-styl 0 0 1 0 0
grid 0 0 1 0 0
ebb 0 0 1 0 0
pauciti 0 0 1 0 0
53.51p 0 0 0 0 1
45.72p 0 0 0 0 1
8.8p 0 0 0 0 1
7.35p 0 0 0 0 1
14.3p 0 0 0 0 1
12.1p 0 0 0 0 1
19.17 0 0 0 0 1
17.05 1 0 0 0 1
988 0 0 0 0 1
238 0 0 0 0 1
793 0 0 0 0 1
673 0 0 0 0 1
738 0 0 0 0 2
4.69 0 0 0 0 2
duliut 0 0 0 0 1
6,631,222 0 0 0 0 1
calor 0 0 0 0 1
contibel 0 0 0 0 1
927 0 0 0 1 0
nolan 0 0 0 5 0
co-partn 0 0 0 1 0
novar 0 0 0 0 3
novr 0 0 0 0 2
220,724 0 0 0 0 1
210,120 0 0 0 0 1
4,194,466 0 0 0 0 1
4,224,633 0 0 0 0 1
207,514 0 0 0 0 2
98,050 0 0 0 0 2
162,600 0 0 0 0 1
236,100 0 0 0 0 1
305.7 0 0 0 0 1
179.6 0 0 0 0 1
586.2 0 0 0 0 1
359.8 0 0 0 0 1
100,362,000 0 0 0 0 1
91,360,000 0 0 0 0 1
panama 0 1 0 1 0
selecterm 0 0 0 0 1
sltm 0 0 0 0 1
426,000 0 0 0 0 2
6,358,000 0 0 0 0 1
6,747,000 0 0 0 0 1
713,000 0 0 0 0 2
824,000 0 0 0 0 2
1,863,000 0 0 0 0 1
3,606,000 0 0 0 0 2
anixt 0 0 0 3 0
six-year 0 1 0 1 0
325 0 0 0 1 0
wll 0 0 0 2 0
395 1 0 0 1 0
421,306 0 0 0 0 1
44,132 0 0 0 0 1
3,721,178 0 0 0 0 1
3,125,935 0 0 0 0 1
2,535,000 0 0 0 0 1
horiz0n 0 0 0 1 0
bass.l 0 0 0 1 0
0.213 0 0 0 1 0
190p 0 0 0 1 0
892p 0 0 0 1 0
23p 0 0 0 1 0
879 0 0 0 1 0
pursuit 0 0 0 1 0
pontin 0 0 0 2 0
210.1 0 1 0 0 1
200.0 0 1 0 0 0
237.4 0 1 0 0 0
rvial 0 0 0 1 0
carburo 0 0 0 2 0
metalico 0 0 0 2 0
2,205 0 0 0 1 0
duffour 0 0 0 3 0
igon 0 0 0 3 0
uk.n 0 0 0 1 0
assoc 0 0 0 1 0
133,100 0 0 0 1 0
856 0 0 0 1 0
pecn 0 0 0 1 1
251,000 0 1 0 0 1
5.45 0 0 0 0 2
permian 8 0 0 0 2
pbt 2 0 0 0 1
3.9737 0 0 0 0 1
3.0577 0 0 0 0 1
1,499,234 0 0 0 0 1
1,713,941 0 0 0 0 1
203.2 0 0 0 0 1
173.8 0 0 0 0 1
6.32 0 0 1 0 0
bse 0 0 0 0 1
bruca 0 0 0 0 1
3.31 1 0 0 0 1
6,073,000 0 0 0 0 1
1,823,000 0 0 0 0 2
69.2 0 0 0 0 3
92.30 0 2 0 0 0
78.10 0 2 0 0 0
103.30 0 2 0 0 0
99.99 0 1 0 0 0
14.00 0 1 0 0 0
15.70 0 2 0 0 0
10.00 0 1 0 2 0
13.70 0 2 0 0 0
1.8162 0 0 2 0 0
1.8270 0 0 1 0 0
1.8135/45 0 0 1 0 0
pre-weekend 0 0 1 0 0
2.924 0 0 1 0 0
2.910 0 0 1 0 0
midpoint 0 0 2 0 0
6-11/16 0 0 1 0 0
euromark 0 0 2 0 0
3-7/8 0 0 1 0 0
119.86 0 0 1 0 0
119.71 0 0 1 0 0
1.244 0 0 1 0 0
1.243 0 0 1 0 0
30.050 0 0 1 0 0
varian 0 0 0 5 0
var 0 0 0 2 0
analytichem 0 0 0 3 0
closely-held 0 0 0 1 0
harbor 0 0 0 1 0
cmp 0 0 0 2 0
astro 0 0 0 2 0
pire 0 0 0 3 0
amapa 0 0 0 1 0
hardrock 0 0 0 1 0
vein 0 0 0 1 0
eluvi 0 0 0 1 0
dredg 0 0 0 1 0
14.40 0 1 0 0 0
stevenson 0 0 0 3 0
casual 0 0 0 2 1
abnorm 0 1 0 0 1
guangxi 0 3 0 0 0
diseas 0 4 0 2 0
pest 0 5 0 0 0
wheat-produc 0 2 0 0 0
13,340 0 1 0 0 0
30-april 0 0 0 1 0
86.50-87.25 0 0 0 1 0
dynalectron 0 0 0 3 0
dyn 0 0 0 1 0
hangar 0 0 0 1 0
dynair 0 0 0 1 0
16.05 1 0 0 0 0
9.18 1 0 0 0 0
4,200,000 0 0 0 0 1
274.3 0 0 0 0 1
276.8 0 0 0 0 1
1,120,000 0 0 0 0 1
cofab 0 0 0 3 0
gulfex 0 0 0 2 0
high-pressur 0 0 0 1 0
dubai 10 0 0 0 0
17.42 1 0 0 0 0
inspir 1 0 0 0 0
dissoci 1 0 0 0 0
17.20 1 0 0 0 0
clothestim 0 0 0 0 2
ctme 0 0 0 0 2
1,407,000 0 0 0 0 3
11,908,000 0 0 0 0 1
10,005,000 0 0 0 0 1
160.3 0 0 0 0 2
126.5 0 0 0 0 2
44.38 0 0 0 0 1
20.46 0 0 0 0 1
7.10 0 0 0 0 1
8.14 0 0 0 0 1
11.62 0 0 0 0 1
884 0 0 0 0 1
liff 0 0 14 0 0
822,378 0 0 1 0 0
881,778 0 0 1 0 0
463,146 0 0 1 0 0
140,417 0 0 2 0 0
100,941 0 0 2 0 0
81,648 0 0 2 0 0
7,020 0 0 1 0 0
66,087 0 0 1 0 0
19th 0 0 1 0 0
61,398 0 0 1 0 0
ft-se 0 0 5 0 0
22,109 0 0 2 0 0
15,279 0 0 2 0 0
8,181 0 0 2 0 0
29,372 0 0 1 0 0
4,898 0 0 1 0 0
19,846 0 0 1 0 0
feb'87 0 0 2 0 0
jan'87 0 0 2 0 0
feb'86 0 0 2 0 0
424,865 0 0 1 0 0
525,354 0 0 1 0 0
134,420 0 0 1 0 0
94,720 0 0 1 0 0
87,619 0 0 1 0 0
67,640 0 0 1 0 0
84,694 0 0 1 0 0
87,980 0 0 1 0 0
133,766 0 0 1 0 0
2,799 0 0 1 0 0
2,112 0 0 1 0 0
7,737 0 0 1 0 0
6,516 0 0 1 0 0
44,640 0 0 1 0 0
54,329 0 0 1 0 0
3,580 0 0 1 0 0
1,720 0 0 1 0 0
2,844 0 0 1 0 0
1,737 0 0 1 0 0
3,479 0 0 1 1 0
1,466 0 0 1 0 0
2,223 0 0 1 0 0
18,191 0 0 1 0 0
1,277 0 0 1 0 0
657 0 0 1 0 0
52,700 0 0 1 0 0
62,408 0 0 1 0 0
23,238 0 0 1 0 0
stg/dlr 0 0 2 0 0
call/dlr 0 0 1 0 0
31.25 0 0 1 0 0
clever 1 0 0 0 0
marker 2 0 0 0 0
16.67 1 0 0 0 0
debt-burden 1 0 0 0 0
bkb 0 0 0 0 1
669 0 0 0 0 1
equadorian 0 0 0 0 1
optimit 0 0 0 0 1
